,name,company,desc,image,link,provider,subjects
37,DevOps Engineer Inhome Multimedia,KPN,"<p><b>DevOps Engineer Inhome Multimedia</b><br></p>

<p>Jij bent als Devops Engineer Inhome Multimedia verantwoordelijk voor de ontwikkeling maar ook de optimalisering van ons huidige en toekomstige state-of- the-art InHome dienstverlening bij onze klanten thuis, waarbij je optimaal gebruik gaat maken van nieuwe ontwikkelingen en mogelijkheden als virtualisatie en automatisering.<br></p>

<p><b>Hoe?</b> Door de nieuwste technieken toe te passen in zowel de innovation als de operations van het InHome klantnetwerk en diensten<br></p>

<p><b>Waarom?</b> KPN brengt haar klantnetwerk naar de nieuwste generatie: een netwerk dat meebeweegt met de wensen van onze klanten en klaar is voor de toekomst.<br></p>

<p><b>Waar?</b> Maanplein in Den Haag<br></p>

<p><b>Met wie?</b> Met zo’n 50 collega’s van Network Innovation, verdeeld over 6 Agile teams van 7 tot 9 engineers sterk.<br></p>

<p><b>Zijn InHome beheer oplossingen, continuous integration en state-of- the-art klantnetwerken en diensten echt jouw ding? Wij zijn op zoek naar toekomstige network engineers om het InHome team te versterken.</b><br></p>

<p><b>Als DevOps Engineer Inhome Multimedia…</b><br>
… voer je zowel innovation als operations van het InHome netwerk uit. Je houdt je bezig met:<br></p>

<ul>
<li>ontwerpen, implementeren, testen en beheren van InHome-apparatuuur (o.a. Mediaboxen), -netwerk en -diensten en hebt hier al enkele jaren ervaring mee<br>
</li>
<li>automatiseren en standaardiseren van InHome netwerken en processen op basis van Continuous Integration (CI) en Continuous Delivery (CD)<br>
</li>
<li>bestaande KPN en open source tools<br>
</li>
<li>ontwikkelen van H/FaaS functionaliteit<br>
</li>
</ul><p><b>Wat verwachten wij van jou?</b><br>
Als ervaren DevOps Engineer weet jij als geen ander hoe snel de technische wereld draait en hoe hier zonder moeite op te anticiperen. Je hebt reeds enkele jaren ervaring met (InHome) netwerken, beheer en/of software ontwikkeling. Je werkt snel en levert hoge kwaliteit in een dynamische omgeving. Daarnaast heb je een sterke passie om tools en systemen te bouwen die andere collega’s in staat stellen om nog sneller en beter te werken.<br></p>

<p>Wil je slagen in deze functie, dan ben je op meerdere van de onderstaande punten vaardig:<br></p>

<ul>
<li>Algemene methodieken als ontwikkeling, testen, security, BPMS, BCM, ITIL, data analyse en log management<br>
</li>
<li>Kennis van C/C++/C#, Linux, SDK, versiebeheer<br>
</li>
<li>Beheersen van diverse InHome apparatuur en functies, WiFi, IOT, PLC, TR69, NetConf/Yang<br>
</li>
<li>OpenStack, Python, YAML data standards, Vswitch, Containers<br>
</li>
<li>Bekend met Software Defined Networking en het toepassen hiervan<br>
</li>
<li>Kennis van Automatic Production Management: ETSI (open source) MANO, TOSCA testtooling, Ansible App automation<br>
</li>
</ul><p><b>Dit krijg je ervoor terug</b><br>
Naast dat je deel uitmaakt van een gedreven team met talentvolle collega’s en werkt bij een bedrijf dat volop in de ontwikkeling zit van telecombedrijf naar Digital Telco, bieden we je het volgende:<br></p>

<ul>
<li>Een uitdagende, zelfstandige én flexibele functie met doorgroeimogelijkheden (KPN Academy)<br>
</li>
<li>Primaire en secundaire arbeidsvoorwaarden conform KPN CAO<br>
</li>
<li>Je ontvangt een marktconform vast salaris, 37-urige werkweek, mobiele telefoon en laptop, een toeslag van 12,5% van je bruto maandsalaris (CAO budget), 50% korting op KPN producten en diensten, vergoeding van de reiskosten woning-en werk en uitstekende pensioenvoorwaarden.<br>
</li>
<li>Je hebt goede doorgroei- en opleidingsmogelijkheden (KPN Academy) en een jaarlijks persoonlijk opleidingsbudget van € 1.000,-. Sterker nog, we verwachten van jou dat jij je blijft ontwikkelen.<br>
</li>
</ul><p><b>Wie zijn wij?</b><br>
De afdeling Access &amp; Core Network Innovation zorgt ervoor dat het KPN-netwerk voldoet aan de nieuwste ontwikkelingen en de wensen van onze klanten. Wij zijn een innovatief team dat de transitie van traditionele netwerkdiensten naar netwerkfunctievirtualisatie uitvoert. We brengen het vaste en mobiele KPN-netwerk naar de nieuwste generatie: een netwerk dat meebeweegt met de wensen van onze klanten en klaar is voor de toekomst.<br></p>

<p>In het team waar je onderdeel van wordt, is de transitie die KPN maakt naar Digital Telco goed merkbaar. Vanuit Den Haag werken ervaren specialisten in hoog tempo aan deze voor de telecomwereld impactvolle ontwikkeling. Je werkt samen met internationale collega’s van KPN en haar partners. Dat levert een dynamische, energieke en leerrijke omgeving op. Voor jou én voor de toekomst van KPN.<br></p>

<p><b>Meer informatie of solliciteren?</b> Ben je die toekomstige DevOps Engineer met passie voor Inhome Multimedia en ga jij het verschil maken in deze functie? Wij zien je sollicitatie graag tegemoet via het sollicitatieformulier. Voor meer informatie over deze functie of sollicitatieprocedure kun je contact opnemen met Aladar Horsky, KPN ACN Innovation, via telefoonnummer +31637471807of via e-mail aladar.horsky@kpn.com.<br></p>

<p><a href=""https://kpn.redirect.your-jobresponse.com/devops_engineer_inhome_multimedia_den_haag/195793/V819/solliciteren"">Klik hier voor het sollicitatieformulier!</a></p>

<p><i>Een (e-)assessment en screening zijn onderdeel van het sollicitatieproces van KPN.</i><br></p>

<p><i><b>Acquisitie naar aanleiding van deze vacature wordt niet op prijs gesteld.</b></i><br></p>",http://github-jobs.s3.amazonaws.com/1aa67096-2399-11e8-99f4-7ee2d9ae5a11.jpg,http://jobs.github.com/positions/265a1122-2399-11e8-96dd-04d58ab4e07c,Github Jobs,"Data & Analytics, Network & Security, Software Engineering, Management, Productivity, Production, Arts & Crafts, Operations"
38,Full Stack Software Engineer,Follain,"<p>Follain leads the movement toward healthier personal care by curating only the best (healthy, proven, pure, pleasing) products on follain.com and in a growing number of stores across the country. Together we’re making widespread change in the wildly unregulated and unhealthy beauty industry. We’re currently building a whole new Follain experience – online and in-stores. Want to be part of our mission to change the world?</p>

<p>The Follain family is seeking an experienced and motivated Full Stack Software Engineer. You are a passionate, curious software engineer who loves big ideas, wants to own functionality, and sees a complex problem as a killer opportunity to try something new.</p>

<p>Responsibilities</p>

<ul>
<li>Work with an intensely passionate team to build a unique and engaging cross channel experience.</li>
<li>Be part of a top-tier engineering group looking to reinvent e-commerce and retail</li>
<li>Have impact from day one and take ownership of solving interesting problems across the tech stack – you’ll report directly to the CTO</li>
<li>Create wholly original approaches to driving key business results.</li>
</ul><p>Work with a technology stack in the process of being defined and built out across the following functional areas:</p>

<ul>
<li>Web Services (primarily Ruby on Rails)</li>
<li>Rich web applications (react)</li>
<li>Data storage and analysis (Postgres, Redshift)</li>
</ul><p>Requirements</p>

<ul>
<li>You’re intensely passionate, but also long on execution.</li>
<li>You’ve got a deep understanding of (and love for) great brands.</li>
<li>You have a serious sense of urgency.</li>
<li>You know ecommerce.
-You might not have our stack in your prior experience but you want to learn and can bring some new perspective and ideas on how better to deliver world-class software.</li>
<li>You love learning new technology and building great experiences in scalable products.<br>
</li>
<li>You’re curious and driven to tinker.</li>
<li>You like to participate in all aspects of software engineering and want to own functionality.<br>
</li>
<li>Early stage experience a plus.</li>
<li>Your commitment and passion for living a healthier life is a definite plus!</li>
</ul>",http://github-jobs.s3.amazonaws.com/184b28b8-1350-11e8-884c-415d01c79f60.png,http://jobs.github.com/positions/277597c4-1350-11e8-9e53-ca9f96b0b07d,Github Jobs,"Data & Analytics, Software Engineering, Motivation, Productivity, Branding, Production, E-Commerce, Industry, Personal Brand Building"
39,"Senior Software Engineer, Server Side Technologies",Jun Group,"<p></p><p>“Jun” means truth, and our culture is all about openness and honesty. This is a place where individuals are heard, diverse perspectives are encouraged, and the CEO makes time to take everyone to lunch, one and two at a time. It’s a place where we ask every engineer to spend part of their time going beyond our strategy, to show us their own.</p><p>When you work here you develop on the national stage, reaching tens of millions of users around the world, thousands of times a second, every day. Our technology is integrated into the world’s most popular apps and sites. Our clients are household names: Coke, Conde-Nast, Frito-Lay, McDonald's, etc.</p><p><strong>Requirements/Responsibilities</strong></p><ul>
<li>Work on high-scale, modern cloud-hosted services in JRuby</li>  <li>You’re comfortable multi-tasking and dealing with deadlines</li>  <li>Code reviews</li>   <li>Web development using HTML5, CSS and JavaScript</li>
</ul><p><strong>Working Environment</strong></p><ul>
<li>Kanban workflow</li>    <li>Experienced co-workers</li> <li>Emphasis on code quality</li>   <li>Unit, functional, and integration testing</li> <li>On staff QA team</li>
</ul><p><strong>Additional Beneficial Skills and Experience</strong></p><ul>
<li>Git</li>    <li>Ruby/Rails</li> <li>Scala/Play</li> <li>JavaScript</li> <li>IntelliJ IDEA / Teamcity</li>   <li>JIRA</li>   <li>AWS (EC2, Cloudfront, ELB)</li> <li>Google Cloud (BiqQuery, Dataflow)</li>  <li>Heroku</li> <li>MySQL</li>
</ul><p>Total compensation is based on experience; excellent benefits, conference/training budget. We welcome diversity and non-traditional paths into engineering, and advocate strongly for hiring the right person as opposed to the right combination of tech keywords.</p><p>If this sounds like a fit, drop us a line. No recruiters or other 3rd parties please!</p> <img src=""https://www.applytracking.com/track.aspx/7cj97"">",,http://jobs.github.com/positions/29b03502-1d8d-11e8-9ade-ee1a68f91e66,Github Jobs,"Web Development, Software Engineering, User Experience, Strategy, Test Taking Skills, Fitness, Google"
40,"Systems Engineer, Libraries Information Technology ",Columbia University,"<p>Columbia University Libraries seeks a motivated and collaborative Systems Engineer to join the Unix Systems Group in the Libraries Information Technology (LIT) division. 
Reporting to the Senior Systems Engineer, the Systems Engineer will design, develop and deploy Unix server and storage systems and perform maintenance and security updates as required. Additionally, the incumbent will document and provide support for a variety of innovative projects and services within the Libraries as well as collaborate on specialized projects with various departments across the organization as needed. 
Detailed responsibilities include but are not limited to: </p>

<ul>
<li>Designing, installing, documenting, monitoring, optimizing, and maintaining Linux (primarily CentOS) servers.</li>
<li>Monitoring, troubleshooting, and documenting some Linux servers maintained by CUIT.</li>
<li>Modifying, testing, implementing, troubleshooting, and documenting both vendor-supplied and in-house applications on servers.</li>
<li>Managing security policies, access permissions and disaster recovery for mission-critical data on servers and desktop systems.</li>
<li>Collaborating on projects and related activities with other units, Columbia University IT (CUIT), other schools and departments at Columbia, and outside institutions.</li>
<li>Performing other duties as assigned.</li>
</ul><p>As one of the world's leading research universities, Columbia University in the City of New York provides outstanding opportunities to work and grow in a dynamic multicultural intellectual community. The Columbia University Libraries comprises a diverse, collegial and engaged staff committed to furthering the University’s teaching and research mission through innovation, leadership, collaboration and professionalism.</p>

<p>Minimum Qualifications: </p>

<ul>
<li>Bachelor's degree and a minimum three years’ related experience or the equivalent combination of education and experience.</li>
<li>Knowledge of Unix/Linux environment. </li>
<li>Strong verbal and written communication skills. </li>
<li>Knowledge of programming principles and at least one higher-level programming language. </li>
<li>Must be able to balance priorities and meet deadlines on multiple tasks.</li>
<li>Commitment to supporting and working in a diverse environment.
Preferred Qualifications: </li>
<li>Experience with CentOS, cloud services (AWS), virtualization (xen, vmware), configuration management (Saltstack, Ansible), Python, relational databases, storage management, source control (git), web services (nginx/apache, haproxy, varnish).</li>
</ul><p>Submit an application on-line at <a href=""https://jobs.columbia.edu/applicants/Central?quickFind=167618"">https://jobs.columbia.edu/applicants/Central?quickFind=167618</a></p>

<p>Columbia University is an Equal Opportunity/Affirmative Action employer and strongly encourages individuals of all backgrounds and cultures to consider this position.</p>",,http://jobs.github.com/positions/2b37598a-223f-11e8-9f23-22626a83af7b,Github Jobs,"Web Development, Programming Languages, Data & Analytics, Project Management, Databases, Communications, Web Design, Leadership, Management, Motivation, Other Programming"
41,Admin Support Officer,Rita Martin,"<p>Admin Support Officer</p>

<p>Our growing team is in search of a friendly and confident individual to help support Customer Service, Credit, Settlements and General Administration which provides a great variety of exposure to the different areas of the business.</p>

<p>Job tasks and responsibilities</p>

<pre><code>Reception and mailing assistance
Data entry into internal and lender contact and loan management systems
Customer Relations and Retention such as client correspondence letters and cards
Contacting customers and relationship partners to collect paperwork or provide updates on loan statuses
Assist with day to day processing for the Customer Service, Credit and Sales teams
</code></pre>

<p>Skills and experience</p>

<pre><code>Clear and concise communication
Ideally bilingual
Microsoft Office proficient
Problem solving capabilities
Composure under pressure
Ability to work autonomously and as a supportive team play
</code></pre>

<p>Salary: $35,000 - $45,000</p>",,http://jobs.github.com/positions/2f3be538-26c6-11e8-84fa-cf2b3def0ca6,Github Jobs,"Data & Analytics, Microsoft, Communications, Management, Sales"
42,Lead Software Engineer for Deposit Services,UNIVERSITY OF VIRGINIA,"<p>Lead Software Engineer for Deposit Services</p>

<p>The University of Virginia Library seeks a Lead Software Engineer for Deposit Services to create, enhance, and maintain web application services that give patrons access to library resources, with an emphasis on Ruby-on-Rails programming to access Fedora Commons repositories through the Project Hydra stack.</p>

<p>The employee in this position collaborates with team members and other Library developers to support production services and to engage in long term, highly complex programming assignments with significant latitude to devise approaches best suited to project goals. This position joins other information technology staff in contributing to the Library's goal of being a central and responsive partner in the research, teaching, and learning priorities of the University of Virginia.</p>

<p>Qualifications, Required: Bachelor's degree in Computer Science, MIS, Computer Engineering or related discipline. Relevant experience may be considered in lieu of a degree. 4-7 years of demonstrated complex web software design and development experience. Ability to conceptualize a problem and develop technology requirements. Ability to design and develop software. Ability to communicate effectively orally and in writing, with a wide audience. Unix experience.</p>

<p>Preferred: Demonstrated experience developing software with Ruby on Rails. Demonstrated experience developing web server applications. Knowledge of the following: Hydra, SOLR, Fedora, object oriented design, digital object formats, and library metadata standards.</p>

<p>Applicants must apply through the University of Virginia online employment website at <a href=""https://jobs.virginia.edu/"">https://jobs.virginia.edu/</a>.
Search by posting number 0622612, complete the application, and attach a cover letter and resume with contact information for three professional references.</p>

<p>For assistance with this process contact Charlotte Albright, UVA Human Resources Business Partner, at (434) 243-3509 or <a href=""mailto:cda6b@virginia.edu"">cda6b@virginia.edu</a>.</p>

<p>The University of Virginia is an equal opportunity and affirmative action employer.
Women, minorities, veterans, and persons with disabilities are encouraged to apply.</p>

<p>Apply Here: <a href=""http://www.Click2Apply.net/ks98njwmnw63xjck"">http://www.Click2Apply.net/ks98njwmnw63xjck</a></p>

<p>PI101422989</p>",,http://jobs.github.com/positions/2f5e5cd4-1e66-11e8-8126-6a7d5406bfd3,Github Jobs,"Computer Programming, Computer Science, Web Development, Communications, Web Design, Software Engineering, Productivity, Production, Humanities, Other Programming, Human Resources"
43,Android/Java Application Developer,Anderson Columbia Co Inc.,"<p>Job brief
We are looking for an Android/Java Developer who possesses a refined skill set and an ability to work efficiently and independently on an in-house developed applications and other internal projects as needed. Existing Line of Business applications are designed on both the Android and JavaFX platforms.</p>

<p>Responsibilities</p>

<ul>
<li>Maintain and continuously improve an advanced application for the Android and JavaFX platform with a REST based backend that supports online and offline operation and integration with existing ERP system</li>
<li>Collaborate with internal teammates to research, plan and develop additional functionality for the internal platforms as needed to solve other business problems</li>
<li>Troubleshoot &amp; Debug issues with end users of LOB applications</li>
<li>Unit-test code for robustness, including edge cases, usability, and general reliability</li>
<li>Work on improving application performance</li>
<li>Continuously discover, evaluate, and implement new technologies to maximize development efficiency</li>
</ul><p>Requirements</p>

<ul>
<li>BS/MS degree in Computer Science, Engineering or a related subject or 6+ years provable experience in software development</li>
<li>Proven Java software development experience development for at least 4 years</li>
<li>Proven working experience in Android app development 3+ years and have published at least one original Android app</li>
<li>Experience with Android SDK, Android Studio and/or IntelliJ IDEA</li>
<li>Experience working with remote data via REST and JSON</li>
<li>Experience with MQTT messaging protocol</li>
<li>Experience with Java based ODBC access and broker strategies</li>
<li>Ability to work independently with non-programmers to determine application requirements and schedules</li>
</ul><p>Desired Skills</p>

<ul>
<li>Experience in developing JavaFX applications</li>
<li>Experience in working with SQL backend databases such as MS SQL Server</li>
</ul>",http://github-jobs.s3.amazonaws.com/236c1b38-10be-11e8-8e7b-e7b04b322b4b.png,http://jobs.github.com/positions/2fc5922e-10be-11e8-8005-1ea942d13992,Github Jobs,"Computer Science, Data & Analytics, Operating Systems, Databases, Software Testing, Software Engineering, User Experience, Strategy, Operations"
44,Javascript Engineer for Coder.com,Coder Technologies Inc.,"<h3>Locations Available: <br>
</h3>

<h4>AUSTIN TX, USA or REMOTE (USA + Canada)</h4>

<h3>Job Summary<br>
</h3>

<p>Coder.com is building a full featured cloud based development suite. Our initial product is our Cloud Based IDE, which removes the inefficiencies of local machines. Our mission is to become the industry standard in software development through the passing of excellence from our team to our product. As a Javascript Engineer you will be tasked with building high performance plugins, interfaces, and systems for our Cloud Based IDE. </p>

<h3>What You’d Do<br>
</h3>

<p>Create High Performance Plugins<br>
Build Complex Interfaces such as theming systems, file trees, etc. </p>

<h3>Required Qualifications<br>
</h3>

<p>A good understanding of Linux
Advanced knowledge of JavaScript
4+ years of experience</p>

<h3>Preferred Qualifications <br>
</h3>

<p>Knowledge of TypeScript<br>
Experience with webpack, or other bundling solutions<br>
Experience with cloud providers<br></p>

<h3>Information we need to see<br>
</h3>

<p>Resume<br>
Github<br></p>

<h3>Qualities we like to see<br>
</h3>

<p>Passion for what you do<br>
A drive to succeed <br>
Pride in your work<br>
Willingness to learn new skills<br></p>

<h3>Notable Benefits<br>
</h3>

<p>2 Weeks PTO<br>
Free Daily Restaurant Catered Lunch<br>
Flexible Start Time 9am-10am<br>
Health, Dental, Life, Disability, Vision<br>
Enthusiast Level Workstations<br></p>

<h3>Relocation to Austin: <br>
</h3>

<p>Interested in relocating to Austin, Texas as part of our team? We offer comprehensive relocation packages for the right candidates, including a corporate apartment, and moving expenses. We typically begin this process with up to 3 months working remote, during that period you would come visit our offices. If the trial goes to plan, we coordinate the move and cover your expenses, and offer a corporate apartment. </p>

<h3>Already in Austin: <br>
</h3>

<p>We would love to have you in our office! Located just east of downtown Austin, our office offers a relaxed atmosphere with daily catered lunches, a fully stocked fridge, a lounge area and your choice of a Windows, Mac or Linux machine with enthusiast level peripherals.</p>

<h3>Working At Coder<br>
</h3>

<p>Coder is a fast growing company made up of passionate and driven people who believe in making a great company in the most traditional sense. We are building out our team in response to the public launch of our product.  We believe in a employee driven workplace with an atmosphere that promotes teamwork and success.We currently have 20+ employees, and believe in letting our product and its applications speak for itself. </p>

<h3>Job Type: Full-time<br>
</h3>

<h3>Salary: $70,000 to $120,000 /year<br>
</h3>",http://github-jobs.s3.amazonaws.com/93196db2-26dc-11e8-97b6-669604a21ef4.png,http://jobs.github.com/positions/303d9e6a-26dd-11e8-88e3-9f571950d63d,Github Jobs,"Software Engineering, Productivity, Production, Industry"
45,Front-end Developer - Barcelona,Workshare,"<p>At Workshare, we are looking for a great JavaScript developer who is proficient with React. to join our development team in Barcelona.</p>

<p>We are in the process of rebuilding the front-end of our Transact product. Transact helps law firms around the world manage complex multi-party transactions. This secure web application helps users to be more productive in a world where long, complex documents and the detail within them flow and change over time. We make a difference to their world as we deliver software using agile techniques, modern web frameworks, TDD and continuous delivery. We write code and tests, review the pull request and ship it to production; and we do so many times a day!</p>

<p>In our culture, we encourage and care about learning new things, the quality of our code, good practices and software design.</p>

<p><strong>You will be</strong></p>

<ul>
<li>Developing new user-facing features using React.js</li>
<li>Building reusable components and front-end libraries</li>
<li>Translating designs and wireframes into high-quality code</li>
<li>Writing unit tests for your code</li>
<li>As you grow, mentoring other developers</li>
</ul><p><strong>You have</strong></p>

<ul>
<li>Strong proficiency in JavaScript, DOM manipulation and the JavaScript object model</li>
<li>Thorough understanding of React.js and its core principles like functional programming</li>
<li>Experience with popular React.js and related libraries (such as Flux or Redux)</li>
<li>Familiarity with newer specifications of ECMAScript</li>
<li>Follow best practices like TDD, single responsibility principle, etc.</li>
<li>Familiarity with RESTful APIs</li>
<li>Knowledge of modern authorization mechanisms, and familiarity with security-related concepts like XSS and CSRF tokens.</li>
<li>Experience with common front-end development tools such as Webpack, NPM, etc.</li>
<li>Ability to understand business requirements and translate them into technical requirements</li>
<li>Familiarity with code versioning in Git</li>
<li>Experience with Semantic UI</li>
<li>Experience with Jest</li>
<li>Knowledge of LESS/Sass</li>
<li>Back-end skills in either Ruby, Elixir, .Net or Java will be a plus</li>
</ul><p><strong>Benefits</strong></p>

<ul>
<li>Tribes and squads model</li>
<li>Actively building and practicing Continuous Delivery</li>
<li>Modern software development technologies like React, Elixir and Node</li>
<li>Work from home once a week if practical</li>
<li>25 days’ holiday per year (plus 14 days’ bank holiday)</li>
<li>Free tea, coffee and treats throughout the week</li>
<li>Office with roof terrace ideally situated in the centre of Barcelona</li>
</ul>",http://github-jobs.s3.amazonaws.com/2a3ae480-188e-11e8-95f8-2efc13055898.png,http://jobs.github.com/positions/305e7ed0-188e-11e8-86ac-161b007d0521,Github Jobs,"Web Development, Home Business, Software Testing, Development Tools, Web Design, User Experience, Management, Productivity, Design Tools, Production, Other Programming"
46,"Full Stack Software Engineer (Elixir, Vue.js)",Bowery Farming,"<p><strong>The Role</strong>
This is an opportunity to join a small, growing team and make a substantial impact at Bowery. We’re looking for someone that can learn, adapt and roll with a fast-paced, ever-changing environment and who isn’t afraid of uncertainty. </p>

<p>Software Engineering at Bowery involves developing software systems that power a modern farm. This includes building out work management, data collection, visualization, and farm automation systems. You’ll be part of idea generation, design, prototyping, planning, and the execution of new software components of all aspects of our farms.</p>

<p>The software stack at Bowery consists of a few, focused Elixir services running in AWS, Phoenix + Vue.js on the front-end, and Elixir (Nerves) running on thousands of in-house built devices on-premise in our farms. We're utilizing an event-driven architecture, RPC, and Channels/WebSockets to pass data throughout our services and real-time UI's.</p>

<p><strong>What you’ll do at Bowery</strong></p>

<ul>
<li>Create innovative automation solutions and advance the state of indoor farming alongside mechanical engineers, agricultural scientists, and the farm operations team.</li>
<li>Build responsive, mobile-first web applications to support the demands of farm operations and agricultural science teams.</li>
<li>Develop systems to collect, process, and visualize data related to plant health and growing environment characteristics.</li>
<li>Optimize crop cycles and workflow schedules to improve yields and make the best use of time in the farm.</li>
<li>Scale systems to handle more farms, more sensors, more crops, and more operators.</li>
</ul><p><strong>Who you are</strong></p>

<ul>
<li>You’ve got a BS in Computer Science or are just passionate about crafting better software.</li>
<li>You proactively mitigate issues through test-driven development, continuous deployment, and thoughtful application of monitoring and alerting.</li>
<li>You’ve developed and scaled production web applications using Elixir/Phoenix, Rails, Django, or similar backend MVC frameworks.</li>
<li>You’ve built user interfaces using JavaScript frameworks like Vue.js, React, or Angular.</li>
<li>You’ve used implementations of protocols like MQTT, XMPP, and AMQP to handle messaging between services in a distributed system.</li>
<li>You’re excited about how advancements in machine learning and IoT can work in harmony to improve the state of the planet.</li>
<li>You believe that teams succeed and fail together and take responsibility for ensuring the success and safety of your teammates.</li>
<li>You’re confident taking ownership of projects from start to finish and enjoy the process of turning nebulous ideas into reality.</li>
</ul><p><strong>About Bowery</strong>
Bowery is growing food for a better future by revolutionizing agriculture. Our modern farming company combines the benefits of the best local farms with advances made possible by technology to grow post-organic produce you can feel good about eating. BoweryOS, our proprietary software system, uses vision systems, automation technology, and machine learning to monitor plants and all the variables that drive their growth 24/7. Because we control the entire process from seed to store, Bowery farms use zero pesticides, 95% less water, and are 100+ times more productive on the same footprint of land than traditional agriculture. Bowery produce is currently available at select Whole Foods and Foragers stores in the Tristate area, and featured on the menus of Tom Colicchio’s New York restaurants Craft and Temple Court. Based in New York City, the company has raised $27.5M from leading investors including General Catalyst, GGV Capital, GV (formerly Google Ventures) and First Round Capital.</p>

<p><strong>We are an equal opportunity employer. We welcome people of different backgrounds, experiences, abilities and perspectives. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status.</strong></p>",http://github-jobs.s3.amazonaws.com/29bbbfdc-208d-11e8-816b-a758e9890938.jpg,http://jobs.github.com/positions/32409416-208d-11e8-9bb8-76708c4b53e0,Github Jobs,"Computer Science, Web Development, Data & Analytics, Operating Systems, Project Management, Software Testing, Web Design, Software Engineering, User Experience, Management, Productivity, Religion & Spirituality, Production, Operations, Architectural Design, General Health, Food & Beverage, Google"
47,Web System Analyst,Visual Knowledge share,"<p>VKS is looking to add a Web Systems Analyst to its team. The chosen applicant will be involved in many projects under the supervision of the Chief Software Architect.</p>

<p>As a Systems Analyst, you must have a very good knowledge of Web technologies, UX &amp; UI best practices, and be experienced at building comprehensive software specifications.</p>

<p>If you are a multi-tasking enthusiast who enjoys new challenge motivated by managing specifications, then this position is for you!</p>

<p>Responsibilities:</p>

<p>Act as a knowledge integrator, translating the high-level business requirements into technical requirements.</p>

<p>Present design considerations to software architects and developers who transform the business requirements into usable code.</p>

<p>Develop specifications, diagrams and flowcharts for programmers to follow.</p>

<p>Work closely with the different stakeholders and take their feedback into consideration when developing specifications.</p>

<p>Make technical recommendations and changes to existing applications.</p>

<p>Help project teams understand the possible technologies that are available and feasible to address the solution requirements.</p>

<p>Develop a deep understanding of how systems will talk to each other and what may be the interactions between systems.</p>

<p>Translate technical issues, verify and explain technical/architectural complexities to project stakeholders.</p>

<p>Pinpoint where changes need to be made and incorporate new data into the project.</p>

<p>Recognize where problems may lie in the code and request changes to the code to alleviate the problem.</p>

<p>Develop cost analysis and negotiate implementation timelines with technical team.
Use techniques such as sampling, model building and structured analysis to ensure the solution is efficient, cost-effective and financially feasible.</p>

<p>Oversee implementation, coordinate tests and observe initiation of the system to validate performance.</p>

<p>Aid in writing user acceptance test (UAT) cases and act as a liaison for project stakeholders and the technical team during UAT.</p>

<p>Skills &amp; Requirements:</p>

<p>A college or bachelor's degree in Computer Science or equivalent technology discipline.</p>

<p>At least 4 years of relevant experience in a similar position.</p>

<p>Be organized and be able to efficiently plan your work.</p>

<p>Be highly organized and detail oriented.</p>

<p>Produce clear well structured documents
.
Experience in reading source code (PHP, JavaScript, HTML, etc.).</p>

<p>Experience with SQL databases (MySQL).</p>

<p>Strong analytical skills.</p>

<p>Be familiar with Agile development methodologies like Scrum</p>

<p>Experience using drawing/wireframing tools like LucidChart, Moqups, Visio, etc.</p>

<p>Preference given to bilingual (English and French, spoken and written) candidates.</p>

<p>Position​: Permanent</p>

<p>Start date: As soon as possible</p>

<p>Indemnities: To be discussed</p>

<p>Work schedule: 40 hours/week, flexible</p>",http://github-jobs.s3.amazonaws.com/da7871ec-1653-11e8-8f5f-0f6902fdcd42.jpeg,http://jobs.github.com/positions/33917684-1654-11e8-9b86-6b4cf26afbc9,Github Jobs,"Computer Science, Web Development, Data & Analytics, Project Management, Databases, Software Testing, Development Tools, Web Design, User Experience, Management, Motivation, Design Tools, English, Test Taking Skills, Analytics & Automation, French"
